27-Apr-2018,30-Apr-2018,8-May-2018,0.4275,0.6,3.0,6.28
30-Jan-2018,31-Jan-2018,7-Feb-2018,0.4250,0.6,3.7,5.80
30-Oct-2017,31-Oct-2017,7-Nov-2017,0.4225,0.6,4.3,6.72
27-Jul-2017,31-Jul-2017,7-Aug-2017,0.4200,1.2,5.0,5.98
26-Apr-2017,28-Apr-2017,8-May-2017,0.4150,1.2,5.1,5.83
27-Jan-2017,31-Jan-2017,7-Feb-2017,0.4100,1.2,5.1,5.39
