4-Feb-2020,6-Feb-2020,0.5650
5-Nov-2019,8-Nov-2019,0.5650
2-Aug-2019,6-Aug-2019,0.5650
3-May-2019,8-May-2019,0.5650
4-Feb-2019,6-Feb-2019,0.5650
5-Nov-2018,9-Nov-2018,0.5650
2-Aug-2018,6-Aug-2018,0.5650
